Mutation = 0.1,Mutation = 0.3,Mutation = 0.6,Mutation = 0.9
0.03722407510748782,0.009715909877514362,0.009715909877514362,0.007187920265569914
0.009715909877514417,0.009715909877514417,0.004871740972159311,0.00971591114824255
0.03722407510748782,0.009715909877514417,0.009715909877514417,0.009715909877515416
0.07818918214340198,0.009715909877514362,0.009715909877514417,0.009715909877514528
0.03722407510748782,0.009715909877514362,0.009715909877514417,0.009715909926685584
0.009715909877514417,0.009715909877514362,0.009715909877514417,0.009715909877514528
0.009715909877514417,0.009715909877514417,0.009715909877514362,0.009715909877516138
0.009715909877514417,0.009715909877514417,0.009715909877514417,0.009715910185221222
0.009715909877514417,0.009715909877514417,0.009715909877514362,0.009715909877514473
0.009715909877514417,0.009715909877514362,0.009715909877514362,0.009715909877514473
0.009715909877514362,0.009715909877514362,0.009715909877514417,0.009715909877514417
0.009715909877514417,0.009715909877514362,0.009497549373127745,0.009715909877514473
0.03722407510748782,0.0,0.009715909877514417,0.009715909877514473
0.12699051873930806,0.009715909877514362,0.009715909877514417,0.009715910507001546
0.009715909877514362,0.009715909877514417,0.009715909877514362,0.009715909877552331
0.009715909877514362,0.009715909877514362,0.009715909877514417,0.009715910805921046
0.07818918214340198,0.009715909877514362,0.009715909877514417,1.7552734316028662E-7
0.009715909877514362,0.009715909877514417,0.009715909877514362,6.727850376810895E-4
0.03722407510748782,0.009715909877514417,0.009715909877514362,8.081185506503274E-4
0.009715909877514362,0.0,0.009715909877514362,0.009715909877514473
0.009715909877514362,0.009715909877514417,4.797828800917614E-13,0.009715910197663491
0.037224075107487875,0.0,0.009715909877514417,0.009715909877532902
0.009715909877514362,0.009715909877514417,0.009715909877514362,0.002364330333790632
0.009715909877514362,0.0,0.009715909877514362,3.8893143413470943E-4
0.27274109610972747,0.0,0.009715909877514417,1.6810511310749732E-7
0.03722407510748782,0.009715909877514362,0.009715909877514417,1.4676598816820707E-5
0.009715909877514417,0.009715909877514362,3.326228181776969E-13,0.009715909877522244
0.009715909877514362,0.009715909877514417,0.009715909877514417,0.002450018099372786
0.009715909877514417,0.0016260331537346073,3.0661010360361063E-4,0.009715909877514417
0.009715909877514362,0.009715909877514362,0.009715909877514417,4.348976882506683E-7
0.009715909877514362,0.03722407510748782,0.0,0.009715909877562934
0.03722407510748782,0.009715909877514417,1.973032848212597E-12,0.009715909877514473
0.009715909877514417,0.009715909877514362,0.009715909877514417,0.009715909877514584
0.009715909877514362,0.009715909877514417,0.009715909877514417,0.009715909879426665
0.009715909877514362,0.009715909877514417,0.0,0.009715909879022266
0.07818918214340198,0.009715909877514417,0.009715909877514417,4.458160108521403E-4
0.037224075107487875,0.009715909877514417,0.009715909877514362,2.5069376657915754E-6
0.009715909877514362,0.009715909877514417,0.009715909877514417,0.009715909877522522
0.009715909877514417,0.009715909877514362,0.0,0.009715909883674656
0.009715909877514362,0.009715909877514362,0.009715909877514362,0.009715909878636297
