Population = 30,Population = 50,Population = 100,Population = 200
0.009715909877514417,0.009715909877514362,0.009715909877514362,0.009715909877514473
0.009715909877514417,0.009715909877514362,0.009715909877514362,0.009715909877514473
0.009715909877514417,0.009715909877514362,0.009715909877514362,0.009715909877514972
0.009715909877514417,0.03722407510748782,0.009715909877514362,0.009715909877514417
0.009715909877514362,0.03722407510748782,0.009715909877514362,0.009715909877514417
0.009715909877514362,0.009715909877514417,0.009715909877514362,0.009715909877514473
0.009715909877514362,2.557272794689869E-6,0.009715909877514362,0.009715909877514417
0.07818918214340198,0.009715909877514362,0.009715909877514362,0.009715909877514362
0.009715909877514417,0.009715909877514362,0.009715909877514362,0.009715909877514417
0.009715909877514417,0.009715909877514362,0.009715909877514362,0.009715909877514417
0.009715909877514417,0.009715909877514362,0.009715909877514362,0.009715909877514473
0.009715909877514362,0.009715909877514362,0.009715909877514362,0.0038318800083159132
0.009715909877514417,0.0,0.009715909877514362,0.009715909877514417
0.009715909877514362,0.009715909877514362,0.009715909877514362,0.009715909877514417
0.009715909877514417,0.03722407510748782,0.009715909877514362,0.009715909877514417
0.009715909877514362,0.009715909877514362,0.009715909877514362,7.129268841943315E-10
0.009715909877514417,0.009715909877514417,0.009715909877514362,0.009715909877514417
0.009715909877514362,0.009715909877514362,0.009715909877514362,3.41739292919474E-7
0.009715909877514362,0.0,0.009715909877514362,0.009715909877514473
0.009715909877514362,0.07818918214340193,0.009715909877514362,0.009715909877514417
0.009715909877514362,0.009715909877514362,0.009715909877514362,0.009715909877514473
0.47161465927523405,0.009715909877514417,0.009715909877514362,0.009715909877514417
0.009715909877514417,0.009715909877514362,0.009715909877514362,0.009715909877514417
0.009715909877514362,0.009715909877514417,1.7800649843024985E-11,0.009715909877514473
0.037224075107487875,0.009715909877514362,0.009715909877514362,0.009715909877514584
0.009715909877514417,0.009715909877514362,0.009715909877514362,0.009715909877514417
0.009715909877514362,7.13087366932541E-11,0.009715909877514362,0.009715909877514362
0.009715909877514362,0.009715909877514362,0.009715909877514362,4.749382392643664E-6
0.009715909877514417,0.009715909877514362,1.7149128767657285E-5,0.009715909877514417
0.009715909877514417,0.009715909877514362,0.0,0.009715909877514417
0.009715909877514417,0.009715909877514362,0.009715909877514362,0.009715909877514473
0.03722407510748782,0.009715909877514362,0.009715909877514362,0.009715909877514417
0.009715909877514362,0.009715909877514362,0.009715909877514362,0.009715909877514417
0.009715909877514417,0.009715909877514362,0.009715909877514362,0.009715909877514417
0.009715909877514417,0.009715909877514362,0.009715909877514362,0.009715909877517914
0.037224075107487875,0.009715909877514362,0.009715909877514362,0.009715909877514417
0.009715909877514362,0.009715909877514362,0.009715909877514362,0.009715909877514417
0.009715909877514362,0.009715909877514417,0.009715909877514362,2.0261570199409107E-14
0.03722407510748782,0.009715909877514362,0.009715909877514362,0.00971590987751475
0.009715909877514362,0.009715909877514417,0.009715909877514362,0.009715909877514417
